chunk_id,chunk_text,subject,correct_topic_id,correct_topic_name,source
586,Explain write-ahead log protocol in detail. [8+7] A,DBMS,395,Log-based recovery,newly_labeled
593,Explain the architecture of Database Management Systems with a neat diagram. [10],DBMS,343,Structure of a DBMS,newly_labeled
594,a) What are the statements in SQL for destroying and altering tables?,DBMS,355,Destroying/altering tables and views,newly_labeled
595,What is a primary key and foreign key? [5+5],DBMS,350,Integrity constraints over relations,newly_labeled
599,Find the Sailor id’s with age over 20 and who have not reserved a red boat.,DBMS,356,Relational algebra,newly_labeled
600,Find the names of Sailors who reserved boat 103,DBMS,356,Relational algebra,newly_labeled
602,a) What are the problems of redundancy? Explain with example.,DBMS,368,Problems caused by redundancy,newly_labeled
603,What is the solution to the problems of redundancy? Explain. [5+5],DBMS,368,Problems caused by redundancy,newly_labeled
605,a) Explain the properties of transactions.,DBMS,381,Transaction concept,newly_labeled
606,What are the concurrent control mechanisms without locking? [5+5],DBMS,393,Concurrency control by timestamps,newly_labeled
607,a) What is ARIES algorithm? Explain.,DBMS,395,Log-based recovery,newly_labeled
608,Explain media recovery. [5+5] www.manaresults.co.in,DBMS,399,Failure with loss of non-volatile storage,newly_labeled
609,Explain Indexed Sequential Access Method. [10],DBMS,407,ISAM,newly_labeled
611,a) How to represent the strong Entity set and Weak entity set in ER-Model? [2],DBMS,344,Database design and ER diagrams,newly_labeled
612,Explain about various integrity constraints in relational model. [3],DBMS,349,Introduction to the Relational Model,newly_labeled
613,What are the SQL statements are used to retrieve and modify the database? [2],DBMS,359,SQL Queries,newly_labeled
615,"σ (r) ii) ∏ ( σ (rXs)) [3] B=25 A,F, C=D",DBMS,356,Relational algebra,newly_labeled
618,Explain Failure with loss of nonvolatile storage. [3],DBMS,399,Failure with loss of non-volatile storage,newly_labeled
623,What are speciality databases? Explain. [5+5],DBMS,338,Database System Applications,newly_labeled
626,a) What is trigger? Explain how to implement triggers in SQL?,DBMS,366,Triggers and active databases,newly_labeled
627,Explain the following Operators in SQL with examples:,DBMS,361,"UNION, INTERSECT, and EXCEPT",newly_labeled
628,SOME ii) IN iii) EXCEPT v) UNION. [5+5],DBMS,361,"UNION, INTERSECT, and EXCEPT",newly_labeled
629,a) What do you mean by scheme refinement? Explain how it can be accomplished?,DBMS,367,Schema refinement,newly_labeled
631,"a) Compute the closure of the following set of functional dependencies for a relation scheme. R(A,B,C,D,E,F,G,H), F={ ABC, BDEF, ADG,AH} List the candidate keys of R.",DBMS,370,Reasoning about functional dependencies,newly_labeled
633,a) What is transaction? Explain the properties of transaction.,DBMS,381,Transaction concept,newly_labeled
641,Find the names of the students not registered in any section,DBMS,359,SQL Queries,newly_labeled
642,Find the names of the instructors not teaching any course,DBMS,359,SQL Queries,newly_labeled
643,Find the total number of courses taught department wise,DBMS,359,SQL Queries,newly_labeled
647,a) Discuss about DDL. 2],DBMS,359,SQL Queries,newly_labeled
652,Describe the inclusion dependencies. 3],DBMS,378,Multivalued dependencies,newly_labeled
657,Explain the relational database architecture. 0,DBMS,343,Structure of a DBMS,newly_labeled
658,State and explain various features of E-R Models. 0,DBMS,344,Database design and ER diagrams,newly_labeled
664,Discuss about failure with loss of nonvolatile storage. 0,DBMS,399,Failure with loss of non-volatile storage,newly_labeled
666,What are the indexed data structures? Explain any one of them. 0 www. jJntuonline.com --00000--,DBMS,400,External Storage and Indexing,newly_labeled
